State, FIPS,Cases_Per100000,Cases_Per100000_LCI,Cases_Per100000_UCI,Average Annual Count,Recent Trend,Trend_in_5_year,Trend_LCI,Trend_UCI,Counties,SEER,NPCR
Oklahoma,40125.0,448.9,428.3,470.1,375.0,stable,-0.6,-5.8,4.9,Pottawatomie County,6.0,10.0
Missouri,29019.0,448.8,433.6,464.5,692.0,stable,-2.0,-7.1,3.3,Boone County,6.0,10.0
Indiana,18073.0,448.8,419.3,479.9,180.0,stable,-0.7,-4.1,2.9,Jasper County,6.0,10.0
Washington,53033.0,448.8,444.7,452.9,9748.0,falling,-1.4,-2.0,-0.8,King County,7.0,8.0
North Carolina,37153.0,448.7,423.8,474.9,254.0,stable,-3.4,-10.9,4.7,Richmond County,6.0,10.0
Oklahoma,40131.0,448.7,430.4,467.6,474.0,stable,1.2,-5.1,7.9,Rogers County,6.0,10.0
Florida,12113.0,448.6,434.9,462.6,852.0,stable,-1.6,-5.3,2.3,Santa Rosa County,6.0,10.0
Missouri,29229.0,448.6,410.6,489.3,111.0,stable,0.6,-4.7,6.2,Wright County,6.0,10.0
Tennessee,47035.0,448.5,428.5,469.3,458.0,stable,-1.9,-8.4,5.0,Cumberland County,6.0,10.0
West Virginia,54051.0,448.5,420.4,478.1,209.0,stable,-5.8,-11.4,0.2,Marshall County,6.0,10.0
South Dakota,46057.0,448.4,377.4,529.0,31.0,stable,-0.8,-26.0,32.9,Hamlin County,6.0,10.0
Florida,12041.0,448.3,408.3,491.5,102.0,falling,-8.8,-10.6,-7.0,Gilchrist County,6.0,10.0
Missouri,29105.0,448.3,420.5,477.6,202.0,stable,0.1,-5.4,5.9,Laclede County,6.0,10.0
Nebraska,31143.0,448.3,378.9,527.9,34.0,stable,-2.5,-14.5,11.1,Polk County,6.0,10.0
Mississippi,28007.0,448.1,410.6,488.4,112.0,stable,1.1,-16.1,21.9,Attala County,6.0,10.0
Louisiana,22071.0,448.1,438.7,457.7,1852.0,falling,-1.9,-3.1,-0.7,Orleans Parish,7.0,8.0
Vermont,50025.0,448.1,423.5,473.9,279.0,stable,-3.0,-6.7,0.8,Windham County,6.0,10.0
Wisconsin,55051.0,448.1,391.2,513.6,52.0,stable,2.2,-22.0,33.8,Iron County,6.0,10.0
Texas,48361.0,448.1,429.3,467.5,443.0,stable,-0.6,-5.6,4.6,Orange County,6.0,10.0
Tennessee,47011.0,448.1,431.2,465.5,553.0,stable,-1.1,-5.6,3.6,Bradley County,6.0,10.0
Texas,48123.0,448.1,412.7,485.9,125.0,stable,-0.8,-4.2,2.7,DeWitt County,6.0,10.0
North Carolina,37101.0,448.0,434.2,462.1,851.0,stable,0.0,-2.8,2.7,Johnston County,6.0,10.0
Washington,53017.0,447.9,421.1,476.1,217.0,stable,-3.1,-9.7,4.0,Douglas County,6.0,10.0
Indiana,18055.0,447.9,419.6,477.7,197.0,stable,1.2,-11.4,15.5,Greene County,6.0,10.0
Wisconsin,55005.0,447.8,424.0,472.8,289.0,stable,2.0,-2.6,6.8,Barron County,6.0,10.0
Tennessee,47081.0,447.8,414.0,483.8,136.0,stable,-1.0,-9.4,8.3,Hickman County,6.0,10.0
Montana,30023.0,447.8,398.2,502.9,64.0,stable,-0.6,-15.9,17.4,Deer Lodge County,6.0,10.0
Missouri,29219.0,447.8,418.6,478.6,185.0,stable,0.0,-9.5,10.5,Warren County,6.0,10.0
Ohio,39041.0,447.8,434.1,461.8,865.0,stable,0.5,-4.1,5.2,Delaware County,6.0,10.0
Nebraska,31119.0,447.8,418.4,478.7,185.0,stable,1.8,-5.0,9.0,Madison County,6.0,10.0
Georgia,13253.0,447.7,394.6,506.8,57.0,stable,-0.2,-2.2,1.7,Seminole County,7.0,8.0
Iowa,19009.0,447.7,385.4,518.7,42.0,stable,0.1,-0.7,0.9,Audubon County,7.0,8.0
Nebraska,31067.0,447.4,413.7,483.5,142.0,stable,-0.8,-11.7,11.5,Gage County,6.0,10.0
Mississippi,28033.0,447.4,433.0,462.1,766.0,stable,-1.8,-5.0,1.6,DeSoto County,6.0,10.0
Iowa,19157.0,447.3,409.5,488.0,114.0,stable,0.0,-0.6,0.5,Poweshiek County,7.0,8.0
West Virginia,54067.0,447.3,415.6,480.9,162.0,stable,0.4,-8.4,10.2,Nicholas County,6.0,10.0
Texas,48391.0,447.2,388.3,513.3,46.0,stable,2.2,-9.9,15.9,Refugio County,6.0,10.0
North Carolina,37123.0,447.2,416.0,480.2,166.0,stable,-8.5,-17.3,1.3,Montgomery County,6.0,10.0
Iowa,19037.0,447.1,401.1,497.4,76.0,stable,0.2,-0.3,0.8,Chickasaw County,7.0,8.0
Oklahoma,40023.0,447.1,405.7,491.9,92.0,stable,-1.7,-6.4,3.3,Choctaw County,6.0,10.0
Wisconsin,55035.0,447.1,429.2,465.5,498.0,stable,0.5,-4.8,6.1,Eau Claire County,6.0,10.0
Oklahoma,40009.0,447.0,409.4,487.2,107.0,stable,4.2,-0.6,9.3,Beckham County,6.0,10.0
Maine,23015.0,447.0,420.4,475.1,251.0,stable,0.0,-4.5,4.7,Lincoln County,6.0,10.0
Michigan,26051.0,447.0,417.3,478.6,193.0,stable,-2.6,-9.2,4.4,Gladwin County,6.0,10.0
Texas,48145.0,446.9,407.5,489.3,99.0,stable,-2.5,-20.1,19.0,Falls County,6.0,10.0
Florida,12091.0,446.8,434.2,459.6,1005.0,stable,-1.8,-6.4,3.0,Okaloosa County,6.0,10.0
North Dakota,38067.0,446.7,387.5,513.4,48.0,stable,-1.9,-14.5,12.6,Pembina County,6.0,10.0
Indiana,18125.0,446.7,402.3,495.3,78.0,stable,3.7,-17.7,30.7,Pike County,6.0,10.0
Alabama,1089.0,446.7,437.3,456.3,1762.0,stable,2.1,-0.9,5.3,Madison County,6.0,10.0
Virginia,51640.0,446.7,385.8,515.2,42.0,stable,3.7,-8.7,17.8,Galax City,6.0,10.0
Texas,48485.0,446.7,430.9,462.9,632.0,stable,0.6,-1.3,2.5,Wichita County,6.0,10.0
Maryland,24017.0,446.6,431.3,462.4,691.0,stable,-0.1,-3.0,3.0,Charles County,6.0,10.0
Arkansas,5083.0,446.6,412.4,483.1,134.0,stable,4.5,-7.7,18.3,Logan County,6.0,10.0
Montana,30035.0,446.6,395.2,502.7,58.0,stable,-1.8,-20.1,20.7,Glacier County,6.0,10.0
Florida,12015.0,446.5,434.7,458.7,1618.0,stable,-2.5,-9.9,5.6,Charlotte County,6.0,10.0
North Carolina,37047.0,446.5,424.8,469.2,336.0,stable,-0.7,-5.2,4.0,Columbus County,6.0,10.0
Ohio,39051.0,446.5,420.5,473.8,234.0,rising,5.2,0.8,9.8,Fulton County,6.0,10.0
Virginia,51087.0,446.5,436.6,456.6,1618.0,stable,0.2,-3.9,4.4,Henrico County,6.0,10.0
Wyoming,56017.0,446.5,376.3,527.6,34.0,stable,-8.7,-21.2,5.8,Hot Springs County,6.0,10.0
Wisconsin,55135.0,446.3,423.9,469.7,326.0,stable,-4.3,-12.7,5.0,Waupaca County,6.0,10.0
Tennessee,47159.0,446.3,407.9,487.5,106.0,stable,0.9,-14.2,18.8,Smith County,6.0,10.0
South Carolina,45073.0,446.3,428.0,465.2,499.0,stable,1.4,-3.5,6.6,Oconee County,6.0,10.0
Alabama,1057.0,446.3,407.5,488.1,105.0,stable,3.9,-2.7,10.9,Fayette County,6.0,10.0
Tennessee,47113.0,446.2,428.8,464.2,520.0,stable,1.7,-6.8,11.0,Madison County,6.0,10.0
Florida,12127.0,446.2,439.2,453.2,3556.0,stable,-1.1,-5.9,3.8,Volusia County,6.0,10.0
Indiana,18169.0,446.1,417.5,476.4,196.0,stable,4.5,-3.0,12.5,Wabash County,6.0,10.0
Michigan,26017.0,446.1,430.2,462.5,639.0,stable,2.0,-1.6,5.9,Bay County,6.0,10.0
Iowa,19131.0,446.1,397.1,499.9,70.0,stable,-0.2,-0.9,0.5,Mitchell County,7.0,8.0
Virginia,51049.0,446.0,396.4,500.8,63.0,stable,4.5,-14.9,28.3,Cumberland County,6.0,10.0
Nebraska,31169.0,446.0,380.5,521.2,39.0,stable,-4.2,-11.9,4.2,Thayer County,6.0,10.0
Nevada,32023.0,446.0,423.0,470.0,346.0,stable,-3.0,-9.4,3.9,Nye County,6.0,10.0
Wisconsin,55023.0,445.9,406.9,488.0,107.0,stable,0.7,-7.4,9.5,Crawford County,6.0,10.0
Missouri,29175.0,445.8,412.1,481.7,133.0,rising,4.0,2.0,6.0,Randolph County,6.0,10.0
North Carolina,37063.0,445.8,434.7,457.2,1283.0,stable,-0.1,-2.0,1.7,Durham County,6.0,10.0
Alabama,1097.0,445.8,437.2,454.5,2145.0,falling,-1.9,-3.8,-0.1,Mobile County,6.0,10.0
South Carolina,45017.0,445.6,404.7,490.0,97.0,stable,-9.3,-20.8,3.8,Calhoun County,6.0,10.0
Florida,12011.0,445.6,441.6,449.5,10020.0,stable,-1.2,-3.2,0.8,Broward County,6.0,10.0
Alabama,1125.0,445.6,432.2,459.2,888.0,stable,-1.8,-3.8,0.1,Tuscaloosa County,6.0,10.0
Georgia,13109.0,445.6,393.6,502.6,55.0,stable,-0.7,-2.1,0.7,Evans County,7.0,8.0
Indiana,18117.0,445.5,408.9,484.8,116.0,stable,-1.2,-19.3,20.9,Orange County,6.0,10.0
North Dakota,38001.0,445.5,348.3,565.3,18.0,stable,-0.5,-8.4,8.1,Adams County,6.0,10.0
Virginia,51047.0,445.4,420.4,471.6,247.0,stable,-0.4,-7.5,7.3,Culpeper County,6.0,10.0
Alabama,1061.0,445.4,414.6,478.1,165.0,stable,3.0,-5.0,11.6,Geneva County,6.0,10.0
Arkansas,5017.0,445.4,398.3,496.9,70.0,stable,0.7,-17.9,23.4,Chicot County,6.0,10.0
Louisiana,22111.0,445.3,411.0,481.8,136.0,stable,-0.8,-1.5,0.0,Union Parish,7.0,8.0
Oklahoma,40105.0,445.1,396.1,499.1,64.0,stable,3.8,-15.0,26.8,Nowata County,6.0,10.0
South Carolina,45065.0,445.1,399.0,496.6,82.0,stable,2.7,-14.8,23.9,McCormick County,6.0,10.0
Missouri,29081.0,445.1,391.1,504.9,55.0,stable,2.1,-18.3,27.6,Harrison County,6.0,10.0
Ohio,39125.0,445.0,407.0,485.9,107.0,stable,2.9,-5.7,12.3,Paulding County,6.0,10.0
Pennsylvania,42041.0,445.0,434.3,455.9,1387.0,stable,-1.6,-3.8,0.6,Cumberland County,6.0,10.0
Alabama,1003.0,445.0,433.4,456.8,1189.0,stable,-2.0,-4.5,0.5,Baldwin County,6.0,10.0
Texas,48001.0,444.9,422.0,468.7,292.0,stable,-1.5,-9.6,7.2,Anderson County,6.0,10.0
Oklahoma,40047.0,444.9,422.9,467.7,322.0,stable,-3.6,-13.9,7.9,Garfield County,6.0,10.0
Idaho,16025.0,444.8,295.6,651.4,7.0,stable,0.2,-2.5,3.1,Camas County,7.0,8.0
Indiana,18011.0,444.8,421.8,468.8,292.0,stable,3.3,-0.7,7.5,Boone County,6.0,10.0
Indiana,18057.0,444.7,433.4,456.3,1259.0,stable,0.6,-4.7,6.3,Hamilton County,6.0,10.0
Texas,48469.0,444.7,426.2,463.9,452.0,stable,0.5,-3.9,5.2,Victoria County,6.0,10.0
New York,36005.0,444.6,439.6,449.6,6264.0,falling,-1.8,-3.0,-0.5,Bronx County,7.0,8.0
Nebraska,31141.0,444.6,415.0,475.8,176.0,stable,4.8,-2.3,12.4,Platte County,6.0,10.0
Vermont,50023.0,444.5,423.1,466.9,346.0,stable,0.3,-5.0,5.9,Washington County,6.0,10.0
Iowa,19119.0,444.5,396.2,497.3,66.0,stable,0.1,-0.5,0.6,Lyon County,7.0,8.0
Iowa,19049.0,444.5,422.6,467.1,323.0,stable,-0.4,-0.8,0.0,Dallas County,7.0,8.0
Idaho,16057.0,444.3,412.8,477.7,157.0,stable,0.0,-1.0,1.1,Latah County,7.0,8.0
Montana,30091.0,444.3,366.5,536.1,26.0,stable,-4.3,-22.9,18.7,Sheridan County,6.0,10.0
Mississippi,28137.0,444.3,411.5,479.0,145.0,stable,-1.8,-7.1,3.8,Tate County,6.0,10.0
Virginia,51159.0,444.2,393.8,500.3,58.0,stable,2.2,-12.7,19.7,Richmond County,6.0,10.0
Oklahoma,40133.0,444.2,411.4,479.1,142.0,stable,-3.8,-10.3,3.1,Seminole County,6.0,10.0
New Mexico,35057.0,444.2,402.3,489.6,93.0,stable,0.3,-0.4,1.1,Torrance County,7.0,8.0
Alabama,1043.0,444.0,425.6,463.0,463.0,stable,-0.1,-4.2,4.1,Cullman County,6.0,10.0
South Carolina,45001.0,444.0,411.6,478.4,153.0,stable,0.7,-7.2,9.4,Abbeville County,6.0,10.0
Indiana,18137.0,443.9,412.5,477.2,156.0,stable,3.0,-12.4,21.2,Ripley County,6.0,10.0
Oklahoma,40053.0,443.9,371.1,528.3,29.0,stable,0.8,-15.6,20.3,Grant County,6.0,10.0
Tennessee,47055.0,443.9,414.0,475.5,177.0,stable,-3.6,-12.8,6.5,Giles County,6.0,10.0
Iowa,19195.0,443.8,386.2,508.5,46.0,stable,0.2,-0.7,1.2,Worth County,7.0,8.0
Alaska,2170.0,443.8,422.9,465.4,405.0,stable,-0.9,-4.2,2.5,Matanuska-Susitna Borough,6.0,10.0
California,6055.0,443.7,429.7,458.0,803.0,falling,-3.1,-4.7,-1.5,Napa County,7.0,8.0
Georgia,13269.0,443.6,388.5,505.1,50.0,stable,0.0,-1.7,1.8,Taylor County,7.0,8.0
Ohio,39115.0,443.6,402.4,488.2,92.0,stable,2.1,-1.2,5.4,Morgan County,6.0,10.0
California,6027.0,443.5,406.6,483.2,121.0,stable,-0.2,-1.2,0.8,Inyo County,7.0,8.0
Wisconsin,55015.0,443.5,418.4,469.7,245.0,stable,-3.7,-10.0,3.2,Calumet County,6.0,10.0
Virginia,51113.0,443.5,400.5,490.4,85.0,stable,-2.7,-11.8,7.3,Madison County,6.0,10.0
Oregon,41033.0,443.5,426.6,461.0,610.0,stable,-4.8,-9.9,0.7,Josephine County,6.0,10.0
Illinois,17133.0,443.5,414.8,473.7,188.0,stable,-3.0,-10.6,5.3,Monroe County,6.0,10.0
Virginia,51830.0,443.5,394.9,496.8,66.0,stable,-1.4,-4.9,2.3,Williamsburg City,6.0,10.0
Missouri,29031.0,443.4,423.8,463.7,405.0,stable,-3.1,-10.0,4.4,Cape Girardeau County,6.0,10.0
Iowa,19043.0,443.3,405.7,483.9,116.0,stable,-0.3,-0.8,0.2,Clayton County,7.0,8.0
Mississippi,28085.0,443.3,414.7,473.4,187.0,stable,1.4,-9.4,13.6,Lincoln County,6.0,10.0
Vermont,50015.0,443.3,409.6,479.2,135.0,stable,0.1,-14.0,16.6,Lamoille County,6.0,10.0
Indiana,18173.0,443.2,421.4,465.9,328.0,stable,-1.6,-11.3,9.2,Warrick County,6.0,10.0
Indiana,18051.0,443.2,414.6,473.4,187.0,stable,2.5,-1.4,6.5,Gibson County,6.0,10.0
Virginia,51550.0,443.2,431.0,455.6,1070.0,stable,1.1,-3.9,6.4,Chesapeake City,6.0,10.0
Arizona,4015.0,443.1,432.4,454.0,1585.0,stable,-2.9,-6.5,0.9,Mohave County,6.0,10.0
Georgia,13289.0,443.0,389.4,502.9,56.0,stable,0.2,-2.0,2.4,Twiggs County,7.0,8.0
Missouri,29195.0,443.0,408.5,479.8,129.0,stable,-0.1,-5.2,5.3,Saline County,6.0,10.0
Montana,30071.0,443.0,369.1,529.3,28.0,stable,5.1,-11.4,24.8,Phillips County,6.0,10.0
South Dakota,46049.0,443.0,350.4,556.9,17.0,stable,-2.8,-19.9,17.9,Faulk County,6.0,10.0
Alaska,2240.0,443.0,372.6,522.8,33.0,stable,2.5,-22.8,36.1,Southeast Fairbanks Census Area,6.0,10.0
Virginia,51007.0,443.0,398.2,491.8,78.0,stable,-0.4,-10.9,11.2,Amelia County,6.0,10.0
Virginia,51595.0,442.9,374.3,521.0,31.0,stable,-3.3,-21.2,18.7,Emporia City,6.0,10.0
Oklahoma,40097.0,442.8,416.8,470.1,231.0,stable,2.7,-1.4,6.9,Mayes County,6.0,10.0
Oklahoma,40151.0,442.8,386.3,505.5,47.0,stable,-1.2,-10.4,9.0,Woods County,6.0,10.0
Vermont,50011.0,442.8,417.8,468.8,251.0,stable,1.0,-5.1,7.5,Franklin County,6.0,10.0
Mississippi,28023.0,442.7,403.2,485.3,99.0,stable,-1.8,-13.6,11.5,Clarke County,6.0,10.0
Arkansas,5071.0,442.6,409.3,478.0,136.0,stable,2.0,-8.4,13.5,Johnson County,6.0,10.0
Florida,12129.0,442.6,410.6,476.5,154.0,stable,-3.0,-10.5,5.2,Wakulla County,6.0,10.0
Pennsylvania,42067.0,442.6,409.9,477.4,145.0,stable,-0.6,-13.4,14.1,Juniata County,6.0,10.0
Michigan,26153.0,442.4,388.8,502.4,59.0,stable,3.3,-3.5,10.5,Schoolcraft County,6.0,10.0
Oklahoma,40031.0,442.4,425.3,460.0,521.0,falling,-1.0,-1.6,-0.4,Comanche County,6.0,10.0
Michigan,26091.0,442.3,425.6,459.6,558.0,stable,-2.3,-7.2,2.8,Lenawee County,6.0,10.0
North Carolina,37003.0,442.3,415.8,470.1,220.0,stable,-0.2,-2.1,1.8,Alexander County,6.0,10.0
Massachusetts,25005.0,442.3,435.0,449.6,3012.0,falling,-4.5,-7.3,-1.5,Bristol County,7.0,8.0
Utah,49021.0,442.2,413.6,472.2,187.0,stable,0.1,-0.4,0.7,Iron County,7.0,8.0
Tennessee,47187.0,442.1,429.1,455.5,945.0,stable,0.0,-2.0,2.1,Williamson County,6.0,10.0
Texas,48273.0,442.1,408.5,477.7,132.0,stable,1.8,-1.3,5.1,Kleberg County,6.0,10.0
Ohio,39157.0,442.1,425.1,459.6,544.0,stable,0.1,-7.4,8.3,Tuscarawas County,6.0,10.0
Florida,12039.0,442.1,417.4,468.0,253.0,stable,1.1,-5.4,8.1,Gadsden County,6.0,10.0
Texas,48379.0,442.1,395.7,493.0,78.0,stable,-1.9,-11.3,8.4,Rains County,6.0,10.0
South Dakota,46025.0,442.0,357.2,542.0,23.0,stable,-4.4,-27.9,26.7,Clark County,6.0,10.0
New York,36047.0,442.0,438.4,445.7,11862.0,falling,-1.3,-1.8,-0.7,Kings County,7.0,8.0
Georgia,13229.0,442.0,403.4,483.5,101.0,stable,-0.7,-1.9,0.5,Pierce County,7.0,8.0
Florida,12099.0,442.0,437.8,446.2,9488.0,stable,-2.0,-4.5,0.7,Palm Beach County,6.0,10.0
Ohio,39029.0,441.9,426.1,458.2,637.0,stable,-0.2,-5.8,5.7,Columbiana County,6.0,10.0
Missouri,29109.0,441.9,415.0,470.2,212.0,stable,2.7,-1.6,7.3,Lawrence County,6.0,10.0
Missouri,29051.0,441.9,422.1,462.4,392.0,stable,-0.6,-5.1,4.2,Cole County,6.0,10.0
West Virginia,54057.0,441.8,411.5,473.9,170.0,stable,-2.3,-11.2,7.6,Mineral County,6.0,10.0
Tennessee,47183.0,441.8,412.8,472.4,184.0,stable,1.6,-8.2,12.3,Weakley County,6.0,10.0
North Carolina,37135.0,441.8,425.8,458.2,618.0,rising,2.9,0.1,5.8,Orange County,6.0,10.0
Mississippi,28159.0,441.8,404.5,481.8,110.0,stable,-4.1,-8.4,0.4,Winston County,6.0,10.0
Oklahoma,40147.0,441.8,419.2,465.3,307.0,stable,-2.3,-9.2,5.2,Washington County,6.0,10.0
Virginia,51017.0,441.7,373.7,521.0,33.0,rising,18.8,7.8,30.9,Bath County,6.0,10.0
Arkansas,5115.0,441.7,419.5,464.7,309.0,stable,1.0,-3.8,6.1,Pope County,6.0,10.0
Arkansas,5007.0,441.7,430.0,453.6,1111.0,stable,0.1,-1.6,1.8,Benton County,6.0,10.0
West Virginia,54077.0,441.5,413.8,470.8,200.0,stable,-2.2,-6.8,2.6,Preston County,6.0,10.0
West Virginia,54007.0,441.5,400.3,486.3,92.0,stable,-1.2,-15.6,15.6,Braxton County,6.0,10.0
North Carolina,37185.0,441.5,406.8,478.7,138.0,stable,-1.1,-5.7,3.7,Warren County,6.0,10.0
California,6017.0,441.5,429.5,453.8,1126.0,falling,-0.9,-1.4,-0.4,El Dorado County,7.0,8.0
Tennessee,47107.0,441.5,419.2,464.8,314.0,stable,0.4,-2.6,3.5,McMinn County,6.0,10.0
Idaho,16047.0,441.5,398.5,488.0,80.0,stable,-0.6,-1.9,0.7,Gooding County,7.0,8.0
South Carolina,45039.0,441.3,408.3,476.5,144.0,stable,0.2,-8.0,9.1,Fairfield County,6.0,10.0
Missouri,29079.0,441.2,391.5,496.0,63.0,stable,1.5,-22.9,33.6,Grundy County,6.0,10.0
North Dakota,38019.0,441.2,365.0,531.0,29.0,stable,0.6,-14.5,18.4,Cavalier County,6.0,10.0
Wisconsin,55049.0,441.1,406.9,477.6,132.0,stable,0.2,-2.6,3.1,Iowa County,6.0,10.0
Virginia,51680.0,441.1,420.1,462.9,353.0,stable,0.9,-9.3,12.2,Lynchburg City,6.0,10.0
Texas,48071.0,441.0,410.2,473.5,164.0,stable,1.3,-11.0,15.2,Chambers County,6.0,10.0
New York,36109.0,441.0,422.2,460.4,447.0,falling,-2.7,-3.7,-1.7,Tompkins County,7.0,8.0
North Dakota,38037.0,440.9,351.6,551.7,20.0,stable,-13.4,-26.5,2.0,Grant County,6.0,10.0
South Carolina,45047.0,440.9,420.9,461.7,382.0,falling,-3.5,-6.8,-0.2,Greenwood County,6.0,10.0
Indiana,18105.0,440.9,424.5,457.8,573.0,stable,-1.0,-6.5,4.8,Monroe County,6.0,10.0
Oklahoma,40003.0,440.8,378.3,511.8,37.0,stable,2.6,-15.8,24.9,Alfalfa County,6.0,10.0
Alabama,1053.0,440.7,414.0,468.8,210.0,stable,-0.6,-3.0,1.9,Escambia County,6.0,10.0
Ohio,39147.0,440.7,418.2,464.2,308.0,stable,-3.0,-10.1,4.6,Seneca County,6.0,10.0
Alabama,1069.0,440.7,424.2,457.7,564.0,stable,1.1,-2.7,5.1,Houston County,6.0,10.0
California,6041.0,440.7,430.8,450.8,1646.0,falling,-0.6,-0.9,-0.3,Marin County,7.0,8.0
Texas,48179.0,440.7,405.9,477.8,121.0,falling,-6.6,-12.6,-0.1,Gray County,6.0,10.0
Texas,48315.0,440.6,394.3,491.8,75.0,stable,-0.1,-14.5,16.6,Marion County,6.0,10.0
South Carolina,45033.0,440.6,410.1,472.8,165.0,stable,-3.4,-13.2,7.5,Dillon County,6.0,10.0
Florida,12123.0,440.6,406.7,476.7,132.0,falling,-2.9,-5.6,-0.2,Taylor County,6.0,10.0
Massachusetts,25017.0,440.4,436.0,444.9,7886.0,falling,-2.4,-3.3,-1.4,Middlesex County,7.0,8.0
Texas,48023.0,440.4,364.1,530.4,26.0,stable,-16.7,-34.5,5.8,Baylor County,6.0,10.0
Ohio,39057.0,440.3,426.9,454.0,866.0,stable,-0.3,-2.5,2.0,Greene County,6.0,10.0
Florida,12111.0,440.3,431.1,449.6,1929.0,stable,-1.5,-9.2,6.8,St. Lucie County,6.0,10.0
Texas,48077.0,440.2,391.7,493.8,65.0,stable,0.0,-7.3,7.9,Clay County,6.0,10.0
Virginia,51161.0,440.2,423.7,457.3,575.0,stable,-3.0,-6.5,0.6,Roanoke County,6.0,10.0
Iowa,19051.0,440.2,385.1,501.4,49.0,stable,0.3,-0.7,1.2,Davis County,7.0,8.0
Ohio,39109.0,440.2,423.9,457.0,585.0,stable,0.2,-4.5,5.1,Miami County,6.0,10.0
South Dakota,46085.0,440.2,354.7,540.5,20.0,stable,-3.3,-28.2,30.4,Lyman County,6.0,10.0
Alabama,1099.0,440.1,405.4,477.2,127.0,stable,-2.3,-8.9,4.8,Monroe County,6.0,10.0
Texas,48275.0,440.0,360.5,533.2,23.0,stable,7.6,-13.7,34.2,Knox County,6.0,10.0
Georgia,13315.0,440.0,385.9,500.1,49.0,stable,-0.3,-2.0,1.4,Wilcox County,7.0,8.0
Maryland,24037.0,440.0,422.5,458.0,503.0,stable,-3.8,-10.9,3.9,St. Marys County,6.0,10.0
Alabama,1009.0,440.0,418.0,462.8,317.0,stable,0.1,-5.0,5.5,Blount County,6.0,10.0
Pennsylvania,42127.0,439.9,418.6,462.2,351.0,stable,-0.9,-8.7,7.6,Wayne County,6.0,10.0
South Carolina,45025.0,439.9,415.6,465.4,259.0,stable,0.0,-6.4,6.9,Chesterfield County,6.0,10.0
Michigan,26067.0,439.8,417.6,462.8,309.0,stable,-1.6,-7.5,4.5,Ionia County,6.0,10.0
Nebraska,31013.0,439.7,389.9,494.4,63.0,stable,0.5,-9.3,11.4,Box Butte County,6.0,10.0
Wisconsin,55061.0,439.6,404.0,477.8,121.0,stable,1.0,-6.0,8.6,Kewaunee County,6.0,10.0
Missouri,29157.0,439.6,402.3,479.6,107.0,stable,-2.8,-8.0,2.6,Perry County,6.0,10.0
Oregon,41071.0,439.5,422.5,457.1,531.0,stable,0.3,-6.7,7.9,Yamhill County,6.0,10.0
Oklahoma,40017.0,439.4,423.2,456.1,576.0,stable,-3.5,-10.7,4.2,Canadian County,6.0,10.0
North Carolina,37179.0,439.4,426.6,452.5,951.0,stable,-0.8,-10.8,10.3,Union County,6.0,10.0
California,6023.0,439.4,424.4,454.7,714.0,falling,-1.3,-1.8,-0.8,Humboldt County,7.0,8.0
Texas,48161.0,439.3,403.4,477.9,116.0,stable,-0.9,-12.8,12.7,Freestone County,6.0,10.0
Illinois,17069.0,439.3,367.7,523.1,30.0,stable,2.2,-17.6,26.8,Hardin County,6.0,10.0
Wisconsin,55063.0,439.3,423.0,456.0,584.0,stable,-1.5,-4.9,2.1,La Crosse County,6.0,10.0
Arkansas,5059.0,439.3,411.2,468.9,193.0,stable,-0.2,-5.7,5.7,Hot Spring County,6.0,10.0
North Carolina,37015.0,439.2,404.7,476.1,128.0,stable,1.9,-7.7,12.6,Bertie County,6.0,10.0
Pennsylvania,42055.0,439.2,425.9,452.8,876.0,stable,0.5,-5.0,6.4,Franklin County,6.0,10.0
Wisconsin,55121.0,439.1,409.0,471.1,166.0,stable,0.8,-2.3,4.0,Trempealeau County,6.0,10.0
Texas,48193.0,439.1,386.6,497.6,58.0,stable,0.9,-13.2,17.2,Hamilton County,6.0,10.0
Georgia,13263.0,438.9,379.5,506.4,45.0,stable,-0.1,-1.9,1.6,Talbot County,7.0,8.0
Illinois,17155.0,438.9,377.8,508.5,40.0,stable,-7.4,-15.7,1.8,Putnam County,6.0,10.0
Nebraska,31185.0,438.7,395.3,485.8,83.0,stable,0.0,-7.2,7.7,York County,6.0,10.0
Iowa,19021.0,438.7,400.3,479.8,104.0,falling,-0.9,-1.4,-0.3,Buena Vista County,7.0,8.0
Virginia,51083.0,438.7,412.3,466.4,234.0,rising,10.0,0.4,20.5,Halifax County with South Boston City,6.0,10.0
North Carolina,37007.0,438.6,406.2,473.2,142.0,stable,-4.0,-8.8,1.2,Anson County,6.0,10.0
Oregon,41009.0,438.5,415.3,462.8,291.0,stable,-3.7,-15.6,9.9,Columbia County,6.0,10.0
Texas,48007.0,438.5,408.0,471.1,182.0,stable,-0.1,-3.8,3.8,Aransas County,6.0,10.0
Illinois,17089.0,438.5,430.4,446.8,2316.0,stable,0.4,-2.2,3.0,Kane County,6.0,10.0
Oklahoma,40021.0,438.5,413.2,464.9,238.0,stable,-2.3,-13.8,10.8,Cherokee County,6.0,10.0
Missouri,29217.0,438.4,402.8,476.6,118.0,stable,-4.9,-11.9,2.8,Vernon County,6.0,10.0
Virginia,51099.0,438.4,401.5,477.9,111.0,stable,-3.8,-14.6,8.4,King George County,6.0,10.0
Virginia,51197.0,438.3,409.4,469.0,182.0,stable,3.0,-1.5,7.6,Wythe County,6.0,10.0
