State, FIPS,Cases_Per100000,Cases_Per100000_LCI,Cases_Per100000_UCI,Average Annual Count,Recent Trend,Trend_in_5_year,Trend_LCI,Trend_UCI,Counties,SEER,NPCR
Tennessee,47015.0,458.7,414.9,506.3,84.0,falling,-4.0,-7.4,-0.5,Cannon County,6.0,10.0
Vermont,50007.0,458.7,444.1,473.6,797.0,falling,-3.3,-4.5,-2.1,Chittenden County,6.0,10.0
New Jersey,34023.0,458.6,452.4,465.0,4233.0,falling,-7.7,-11.2,-4.1,Middlesex County,7.0,8.0
Nebraska,31069.0,458.6,356.3,588.0,17.0,stable,-2.2,-24.5,26.8,Garden County,6.0,10.0
Georgia,13185.0,458.6,439.9,477.8,472.0,stable,-0.5,-1.2,0.3,Lowndes County,7.0,8.0
Louisiana,22049.0,458.6,417.2,503.1,97.0,stable,-0.6,-1.9,0.7,Jackson Parish,7.0,8.0
Nebraska,31057.0,458.5,355.8,588.2,15.0,stable,3.0,-12.1,20.8,Dundy County,6.0,10.0
Mississippi,28067.0,458.5,437.6,480.2,377.0,stable,0.3,-2.1,2.7,Jones County,6.0,10.0
Oregon,41047.0,458.4,448.5,468.6,1675.0,stable,-0.1,-6.1,6.3,Marion County,6.0,10.0
New York,36105.0,458.4,439.1,478.4,454.0,falling,-1.1,-1.6,-0.6,Sullivan County,7.0,8.0
Tennessee,47077.0,458.4,426.6,492.1,162.0,stable,-2.5,-12.0,8.0,Henderson County,6.0,10.0
Tennessee,47157.0,458.3,452.1,464.6,4404.0,stable,-1.4,-4.2,1.4,Shelby County,6.0,10.0
Iowa,19047.0,458.3,417.4,502.2,98.0,stable,-0.1,-0.7,0.5,Crawford County,7.0,8.0
Illinois,17085.0,458.3,425.4,493.4,168.0,stable,0.8,-2.9,4.6,Jo Daviess County,6.0,10.0
Nebraska,31011.0,458.2,388.7,537.7,37.0,stable,-9.2,-19.4,2.2,Boone County,6.0,10.0
New Hampshire,33005.0,458.2,438.9,478.2,458.0,stable,1.3,-3.7,6.6,Cheshire County,6.0,10.0
Georgia,13147.0,458.2,426.4,491.9,167.0,stable,-0.2,-1.1,0.7,Hart County,7.0,8.0
Mississippi,28121.0,458.2,443.3,473.4,748.0,stable,-0.7,-5.2,3.9,Rankin County,6.0,10.0
Tennessee,47065.0,458.1,448.9,467.5,1987.0,stable,0.2,-4.3,5.0,Hamilton County,6.0,10.0
Virginia,51165.0,458.1,439.2,477.7,465.0,stable,0.5,-3.9,5.2,Rockingham County,6.0,10.0
Illinois,17043.0,458.1,452.1,464.1,4796.0,stable,-0.5,-2.5,1.6,DuPage County,6.0,10.0
Connecticut,9013.0,458.1,443.3,473.2,782.0,falling,-1.2,-1.7,-0.6,Tolland County,7.0,8.0
Tennessee,47075.0,458.0,418.0,500.9,104.0,stable,-5.4,-14.8,5.0,Haywood County,6.0,10.0
Montana,30007.0,457.9,392.9,532.0,40.0,stable,5.4,-6.6,19.0,Broadwater County,6.0,10.0
Illinois,17067.0,457.9,420.3,498.2,124.0,rising,4.4,1.8,7.1,Hancock County,6.0,10.0
South Dakota,46039.0,457.9,383.4,544.2,29.0,stable,6.0,-11.5,26.9,Deuel County,6.0,10.0
Kentucky,21035.0,457.9,429.3,487.9,204.0,stable,-0.6,-1.8,0.6,Calloway County,7.0,8.0
Indiana,18177.0,457.9,437.5,479.0,403.0,falling,-5.7,-10.3,-0.9,Wayne County,6.0,10.0
Texas,48233.0,457.9,421.0,497.2,120.0,stable,3.5,-4.4,12.1,Hutchinson County,6.0,10.0
Virginia,51770.0,457.8,440.2,476.0,541.0,stable,-0.4,-3.6,2.9,Roanoke City,6.0,10.0
Washington,53013.0,457.8,382.2,546.6,31.0,stable,1.5,-4.4,7.8,Columbia County,6.0,10.0
Virginia,51760.0,457.8,444.8,471.1,1013.0,stable,-2.8,-6.1,0.6,Richmond City,6.0,10.0
Wisconsin,55013.0,457.7,418.7,500.0,123.0,stable,5.0,-10.8,23.6,Burnett County,6.0,10.0
Ohio,39107.0,457.6,430.9,485.5,236.0,stable,-0.5,-8.1,7.7,Mercer County,6.0,10.0
Florida,12007.0,457.6,425.4,491.7,157.0,stable,-1.4,-6.1,3.4,Bradford County,6.0,10.0
Louisiana,22029.0,457.4,419.5,498.0,113.0,stable,-4.6,-10.6,1.8,Concordia Parish,7.0,8.0
Georgia,13145.0,457.4,427.7,488.8,193.0,stable,0.3,-0.8,1.4,Harris County,7.0,8.0
Mississippi,28147.0,457.4,414.8,503.6,89.0,rising,10.9,5.3,16.8,Walthall County,6.0,10.0
Virginia,51177.0,457.4,440.9,474.4,614.0,stable,-1.5,-7.1,4.3,Spotsylvania County,6.0,10.0
New Jersey,34013.0,457.4,450.8,464.0,3858.0,falling,-1.2,-1.5,-0.8,Essex County,7.0,8.0
Alabama,1071.0,457.4,434.6,481.1,324.0,stable,-1.1,-11.1,10.1,Jackson County,6.0,10.0
Virginia,51700.0,457.3,443.2,471.8,822.0,stable,1.0,-0.2,2.1,Newport News City,6.0,10.0
North Carolina,37145.0,457.3,430.8,485.2,238.0,stable,-2.0,-6.2,2.3,Person County,6.0,10.0
Missouri,29221.0,457.3,423.1,493.7,139.0,stable,-2.4,-15.3,12.4,Washington County,6.0,10.0
Oklahoma,40067.0,457.3,394.0,528.7,41.0,stable,2.8,-12.3,20.5,Jefferson County,6.0,10.0
Virginia,51115.0,457.3,405.6,514.9,73.0,stable,5.5,-10.4,24.1,Mathews County,6.0,10.0
Missouri,29027.0,457.2,430.9,484.9,236.0,stable,-1.2,-4.6,2.4,Callaway County,6.0,10.0
North Dakota,38101.0,457.2,433.8,481.5,298.0,stable,1.7,-8.4,12.9,Ward County,6.0,10.0
Michigan,26159.0,457.2,437.4,477.6,432.0,stable,-1.8,-5.5,1.9,Van Buren County,6.0,10.0
Georgia,13113.0,457.1,440.4,474.2,626.0,stable,-0.4,-1.1,0.4,Fayette County,7.0,8.0
Illinois,17007.0,457.0,432.6,482.4,272.0,stable,1.7,-6.5,10.6,Boone County,6.0,10.0
Arkansas,5131.0,457.0,441.2,473.2,660.0,stable,2.6,-0.8,6.1,Sebastian County,6.0,10.0
Michigan,26137.0,457.0,423.8,492.3,153.0,stable,5.2,-6.2,18.0,Otsego County,6.0,10.0
Pennsylvania,42071.0,456.9,449.4,464.5,2982.0,stable,0.9,-1.7,3.5,Lancaster County,6.0,10.0
Virginia,51678.0,456.8,380.4,545.3,32.0,stable,0.4,-31.4,46.9,Lexington City,6.0,10.0
North Dakota,38035.0,456.8,432.9,481.6,293.0,stable,1.8,-5.8,10.0,Grand Forks County,6.0,10.0
Ohio,39033.0,456.7,431.9,482.8,270.0,stable,0.3,-2.6,3.3,Crawford County,6.0,10.0
Illinois,17047.0,456.7,395.5,525.6,43.0,stable,-12.2,-31.7,12.8,Edwards County,6.0,10.0
Alabama,1119.0,456.7,407.7,510.2,71.0,stable,0.5,-4.1,5.3,Sumter County,6.0,10.0
Georgia,13039.0,456.7,429.0,485.6,223.0,stable,-0.8,-2.0,0.3,Camden County,7.0,8.0
Oregon,41051.0,456.6,449.8,463.6,3636.0,stable,-1.8,-4.1,0.6,Multnomah County,6.0,10.0
Michigan,26063.0,456.6,428.8,486.0,234.0,stable,-2.1,-14.5,12.1,Huron County,6.0,10.0
South Carolina,45057.0,456.6,438.5,475.3,515.0,stable,1.4,-4.5,7.8,Lancaster County,6.0,10.0
Idaho,16023.0,456.6,357.3,577.0,17.0,stable,4.0,-0.8,9.0,Butte County,7.0,8.0
Arkansas,5109.0,456.5,407.2,510.5,66.0,stable,0.6,-16.6,21.3,Pike County,6.0,10.0
Oklahoma,40095.0,456.5,416.7,499.3,107.0,stable,-1.7,-16.2,15.3,Marshall County,6.0,10.0
Virginia,51119.0,456.3,410.8,506.7,93.0,stable,-6.6,-17.9,6.4,Middlesex County,6.0,10.0
North Dakota,38011.0,456.3,371.7,556.7,22.0,stable,-16.2,-45.3,28.3,Bowman County,6.0,10.0
Mississippi,28065.0,456.3,409.3,507.6,75.0,stable,3.4,-5.9,13.7,Jefferson Davis County,6.0,10.0
Nebraska,31155.0,456.2,419.8,495.1,124.0,stable,2.6,-8.0,14.4,Saunders County,6.0,10.0
Missouri,29159.0,456.1,429.6,483.9,230.0,stable,0.7,-8.4,10.7,Pettis County,6.0,10.0
Virginia,51139.0,456.1,423.2,491.1,153.0,stable,0.7,-11.2,14.2,Page County,6.0,10.0
Illinois,17111.0,456.0,445.4,466.8,1512.0,stable,0.5,-2.4,3.5,McHenry County,6.0,10.0
Indiana,18127.0,456.0,442.3,470.0,887.0,stable,-0.9,-6.3,4.7,Porter County,6.0,10.0
Georgia,13153.0,455.9,440.3,471.9,675.0,stable,-0.5,-1.0,0.0,Houston County,7.0,8.0
Mississippi,28115.0,455.7,424.1,489.1,159.0,stable,4.1,-1.0,9.4,Pontotoc County,6.0,10.0
Pennsylvania,42103.0,455.7,434.0,478.3,369.0,stable,-1.4,-9.3,7.2,Pike County,6.0,10.0
Maryland,24041.0,455.6,430.3,482.2,291.0,stable,0.2,-4.6,5.3,Talbot County,6.0,10.0
Alabama,1073.0,455.5,448.6,462.5,3478.0,stable,-0.2,-2.0,1.7,Jefferson County,6.0,10.0
North Carolina,37069.0,455.5,433.8,478.1,349.0,stable,-4.1,-10.5,2.7,Franklin County,6.0,10.0
Indiana,18129.0,455.5,422.2,490.8,149.0,stable,-1.9,-11.5,8.7,Posey County,6.0,10.0
Idaho,16001.0,455.3,446.2,464.6,1994.0,falling,-1.0,-1.3,-0.8,Ada County,7.0,8.0
Georgia,13127.0,455.3,436.7,474.4,484.0,falling,-0.9,-1.5,-0.3,Glynn County,7.0,8.0
Mississippi,28059.0,455.2,440.3,470.5,738.0,stable,-0.8,-4.9,3.5,Jackson County,6.0,10.0
Iowa,19161.0,455.2,405.2,510.4,69.0,stable,0.2,-0.5,0.8,Sac County,7.0,8.0
South Dakota,46089.0,455.1,357.3,575.4,19.0,stable,-0.1,-16.7,19.8,McPherson County,6.0,10.0
Arkansas,5081.0,455.1,409.2,505.2,78.0,stable,-5.2,-14.0,4.4,Little River County,6.0,10.0
Georgia,13011.0,455.1,414.2,499.1,98.0,stable,0.2,-1.1,1.4,Banks County,7.0,8.0
Georgia,13071.0,454.9,428.4,482.6,228.0,falling,-0.7,-1.3,-0.2,Colquitt County,7.0,8.0
New Hampshire,33009.0,454.9,437.3,473.1,552.0,stable,0.1,-4.4,4.9,Grafton County,6.0,10.0
Texas,48367.0,454.9,438.9,471.3,655.0,stable,-0.5,-4.6,3.8,Parker County,6.0,10.0
North Carolina,37127.0,454.8,437.4,472.9,543.0,stable,2.3,-2.1,6.8,Nash County,6.0,10.0
Florida,12085.0,454.8,442.4,467.5,1270.0,stable,0.5,-6.6,8.1,Martin County,6.0,10.0
Nebraska,31059.0,454.8,392.1,526.2,41.0,stable,-3.1,-8.2,2.4,Fillmore County,6.0,10.0
Arkansas,5043.0,454.7,414.9,497.4,101.0,rising,8.4,3.4,13.6,Drew County,6.0,10.0
Mississippi,28021.0,454.7,396.3,519.6,48.0,stable,2.5,-17.2,26.8,Claiborne County,6.0,10.0
Texas,48459.0,454.7,428.4,482.3,237.0,rising,3.9,0.7,7.1,Upshur County,6.0,10.0
North Dakota,38009.0,454.7,395.3,521.6,47.0,stable,-1.1,-20.3,22.9,Bottineau County,6.0,10.0
Missouri,29037.0,454.6,437.4,472.3,548.0,stable,0.0,-3.4,3.6,Cass County,6.0,10.0
North Carolina,37051.0,454.6,443.7,465.7,1373.0,stable,-1.0,-3.8,1.9,Cumberland County,6.0,10.0
Ohio,39045.0,454.6,440.2,469.3,786.0,stable,1.3,-2.8,5.6,Fairfield County,6.0,10.0
West Virginia,54037.0,454.6,430.7,479.5,291.0,stable,0.3,-8.8,10.4,Jefferson County,6.0,10.0
Nebraska,31181.0,454.6,376.3,546.7,26.0,stable,3.0,-10.5,18.6,Webster County,6.0,10.0
Michigan,26065.0,454.6,443.1,466.2,1280.0,stable,-0.2,-3.7,3.4,Ingham County,6.0,10.0
North Dakota,38049.0,454.5,388.1,529.8,37.0,stable,-2.1,-17.2,15.7,McHenry County,6.0,10.0
Alabama,1091.0,454.5,417.5,494.0,119.0,stable,0.1,-4.2,4.6,Marengo County,6.0,10.0
Wisconsin,55141.0,454.4,435.3,474.2,462.0,stable,-2.1,-7.7,3.8,Wood County,6.0,10.0
Louisiana,22011.0,454.4,425.3,484.9,190.0,stable,-0.5,-1.4,0.4,Beauregard Parish,7.0,8.0
Missouri,29025.0,454.3,400.8,513.4,56.0,falling,-12.0,-16.3,-7.5,Caldwell County,6.0,10.0
Alabama,1045.0,454.2,429.6,479.8,267.0,stable,3.3,-10.4,19.1,Dale County,6.0,10.0
Texas,48471.0,454.1,431.6,477.4,320.0,stable,4.9,-7.2,18.5,Walker County,6.0,10.0
Maine,23025.0,454.1,431.5,477.6,327.0,stable,-0.4,-5.3,4.9,Somerset County,6.0,10.0
Texas,48067.0,454.0,424.5,485.1,194.0,stable,3.2,-4.6,11.5,Cass County,6.0,10.0
Ohio,39009.0,453.9,429.5,479.4,275.0,stable,0.1,-5.7,6.2,Athens County,6.0,10.0
Illinois,17009.0,453.9,386.8,529.8,33.0,rising,6.1,0.6,12.0,Brown County,6.0,10.0
Indiana,18181.0,453.8,420.5,489.3,150.0,stable,3.7,-4.1,12.1,White County,6.0,10.0
Missouri,29143.0,453.8,415.5,494.9,109.0,stable,-1.0,-3.5,1.5,New Madrid County,6.0,10.0
Oregon,41053.0,453.7,434.2,474.0,430.0,stable,-1.2,-6.6,4.6,Polk County,6.0,10.0
Ohio,39073.0,453.6,422.6,486.3,169.0,stable,0.3,-9.1,10.8,Hocking County,6.0,10.0
North Carolina,37129.0,453.4,441.5,465.5,1162.0,stable,0.3,-3.1,3.9,New Hanover County,6.0,10.0
Georgia,13317.0,453.4,403.6,508.2,67.0,stable,-0.1,-1.5,1.4,Wilkes County,7.0,8.0
Mississippi,28145.0,453.3,420.7,487.9,148.0,stable,-1.1,-8.1,6.5,Union County,6.0,10.0
Florida,12061.0,453.1,440.4,466.2,1218.0,stable,-2.3,-5.5,0.9,Indian River County,6.0,10.0
Nebraska,31081.0,453.1,399.4,512.4,56.0,stable,-3.3,-13.5,8.1,Hamilton County,6.0,10.0
Ohio,39037.0,453.1,430.1,477.0,313.0,stable,-6.0,-13.4,2.0,Darke County,6.0,10.0
Indiana,18037.0,453.0,426.8,480.5,235.0,stable,2.3,-5.3,10.5,Dubois County,6.0,10.0
North Carolina,37197.0,453.0,426.7,480.7,233.0,stable,-1.2,-4.2,1.9,Yadkin County,6.0,10.0
Tennessee,47149.0,453.0,441.0,465.3,1155.0,stable,-1.4,-4.1,1.3,Rutherford County,6.0,10.0
Alabama,1109.0,453.0,420.9,487.0,156.0,stable,2.0,-6.3,11.1,Pike County,6.0,10.0
Ohio,39053.0,453.0,423.0,484.7,180.0,stable,7.8,-2.1,18.8,Gallia County,6.0,10.0
North Carolina,37009.0,452.9,422.4,485.4,186.0,stable,-2.3,-9.6,5.5,Ashe County,6.0,10.0
Georgia,13209.0,452.8,395.0,517.1,47.0,stable,-0.3,-2.1,1.5,Montgomery County,7.0,8.0
Nebraska,31093.0,452.8,391.7,521.7,42.0,stable,-0.6,-18.2,20.9,Howard County,6.0,10.0
Tennessee,47099.0,452.8,427.2,479.6,245.0,stable,0.4,-6.0,7.4,Lawrence County,6.0,10.0
Georgia,13025.0,452.8,412.4,496.1,98.0,rising,3.0,1.6,4.4,Brantley County,7.0,8.0
Montana,30065.0,452.7,380.9,536.2,34.0,stable,-1.0,-17.6,19.0,Musselshell County,6.0,10.0
Iowa,19099.0,452.7,425.6,481.1,222.0,stable,-0.2,-0.6,0.2,Jasper County,7.0,8.0
Wisconsin,55087.0,452.6,439.3,466.2,909.0,stable,-0.7,-2.7,1.4,Outagamie County,6.0,10.0
Iowa,19143.0,452.6,388.7,524.9,40.0,stable,0.4,-0.6,1.3,Osceola County,7.0,8.0
Mississippi,28111.0,452.6,404.7,504.8,69.0,stable,0.0,-5.1,5.3,Perry County,6.0,10.0
Nevada,32510.0,452.5,430.6,475.4,339.0,stable,1.5,-1.4,4.3,Carson City,6.0,10.0
Michigan,26019.0,452.5,414.9,493.1,124.0,stable,-4.0,-16.0,9.7,Benzie County,6.0,10.0
Illinois,17161.0,452.5,438.6,466.7,857.0,stable,0.8,-3.2,5.0,Rock Island County,6.0,10.0
Florida,12045.0,452.4,412.5,495.7,99.0,stable,-0.1,-5.4,5.4,Gulf County,6.0,10.0
Utah,49031.0,452.4,325.3,618.8,10.0,stable,1.1,-0.8,3.1,Piute County,7.0,8.0
Texas,48353.0,452.4,409.5,498.8,86.0,stable,1.7,-8.4,12.8,Nolan County,6.0,10.0
Virginia,51036.0,452.4,395.4,516.8,52.0,stable,8.0,-6.7,25.0,Charles City County,6.0,10.0
Wisconsin,55073.0,452.4,437.8,467.5,757.0,stable,-3.1,-7.4,1.3,Marathon County,6.0,10.0
Missouri,29035.0,452.4,387.5,525.8,37.0,stable,-0.7,-21.1,24.9,Carter County,6.0,10.0
Illinois,17045.0,452.4,414.9,492.7,117.0,stable,-1.7,-6.8,3.5,Edgar County,6.0,10.0
Montana,30093.0,452.3,424.1,482.1,206.0,stable,0.5,-4.4,5.7,Silver Bow County,6.0,10.0
Virginia,51590.0,452.3,426.9,478.8,264.0,stable,-0.6,-9.3,9.0,Danville City,6.0,10.0
Iowa,19035.0,452.2,407.9,500.6,87.0,stable,-0.5,-1.2,0.2,Cherokee County,7.0,8.0
Wisconsin,55111.0,452.2,431.0,474.2,363.0,stable,1.5,-2.5,5.6,Sauk County,6.0,10.0
Virginia,51041.0,452.1,442.0,462.4,1642.0,stable,-1.2,-5.1,2.8,Chesterfield County,6.0,10.0
Wisconsin,55025.0,452.1,443.7,460.6,2344.0,stable,-0.9,-3.2,1.4,Dane County,6.0,10.0
Georgia,13051.0,452.1,441.2,463.1,1378.0,stable,-0.3,-0.7,0.1,Chatham County,7.0,8.0
New Jersey,34039.0,452.0,444.4,459.8,2773.0,falling,-8.8,-14.1,-3.2,Union County,7.0,8.0
Ohio,39019.0,452.0,421.6,484.3,179.0,stable,0.5,-3.4,4.5,Carroll County,6.0,10.0
North Carolina,37065.0,452.0,429.3,475.7,320.0,stable,-1.8,-6.2,2.9,Edgecombe County,6.0,10.0
Tennessee,47125.0,452.0,436.3,468.1,672.0,stable,-1.6,-5.9,2.8,Montgomery County,6.0,10.0
Alabama,1035.0,452.0,406.5,501.6,81.0,stable,1.5,-5.7,9.1,Conecuh County,6.0,10.0
South Carolina,45079.0,452.0,442.3,461.9,1741.0,stable,-0.4,-3.1,2.4,Richland County,6.0,10.0
Pennsylvania,42109.0,452.0,425.7,479.5,232.0,stable,-2.2,-13.6,10.6,Snyder County,6.0,10.0
Texas,48337.0,451.9,415.2,491.3,124.0,stable,-2.5,-10.9,6.7,Montague County,6.0,10.0
Illinois,17203.0,451.9,424.8,480.3,220.0,stable,1.0,-7.1,9.8,Woodford County,6.0,10.0
Indiana,18005.0,451.8,432.4,472.0,418.0,stable,-1.6,-4.7,1.6,Bartholomew County,6.0,10.0
Illinois,17031.0,451.7,449.2,454.2,25575.0,falling,-0.6,-0.8,-0.3,Cook County,6.0,10.0
Michigan,26087.0,451.5,433.3,470.2,505.0,stable,-2.6,-8.7,3.9,Lapeer County,6.0,10.0
Tennessee,47189.0,451.4,435.7,467.6,660.0,stable,-1.4,-6.4,3.7,Wilson County,6.0,10.0
Maryland,24021.0,451.4,439.8,463.2,1213.0,stable,0.9,-4.8,6.8,Frederick County,6.0,10.0
Illinois,17029.0,451.3,426.9,476.9,271.0,stable,-2.6,-6.9,1.9,Coles County,6.0,10.0
Ohio,39063.0,451.3,431.5,471.8,412.0,stable,1.7,-4.1,7.9,Hancock County,6.0,10.0
Wisconsin,55123.0,451.3,421.1,483.2,182.0,stable,-2.2,-15.2,12.7,Vernon County,6.0,10.0
Tennessee,47023.0,451.2,409.7,495.9,91.0,stable,-2.8,-8.9,3.8,Chester County,6.0,10.0
Ohio,39097.0,451.2,424.9,478.8,226.0,stable,1.6,-2.8,6.2,Madison County,6.0,10.0
Alabama,1067.0,451.1,412.4,492.9,109.0,stable,-3.1,-7.2,1.2,Henry County,6.0,10.0
Georgia,13089.0,451.1,443.9,458.5,3154.0,stable,0.2,-1.8,2.2,DeKalb County,7.0,8.0
Ohio,39173.0,451.1,435.1,467.6,633.0,stable,-0.1,-7.2,7.5,Wood County,6.0,10.0
Wisconsin,55081.0,451.1,425.5,477.8,246.0,stable,-4.9,-14.9,6.2,Monroe County,6.0,10.0
Ohio,39151.0,451.1,442.5,459.8,2234.0,stable,0.4,-4.1,5.2,Stark County,6.0,10.0
Missouri,29173.0,451.0,400.0,507.3,63.0,stable,-6.5,-17.3,5.8,Ralls County,6.0,10.0
Mississippi,28103.0,451.0,399.8,507.2,59.0,stable,5.3,-15.5,31.2,Noxubee County,6.0,10.0
Michigan,26145.0,451.0,439.0,463.2,1143.0,stable,0.3,-3.0,3.8,Saginaw County,6.0,10.0
Alabama,1015.0,450.9,435.1,467.2,647.0,stable,-0.2,-3.3,3.1,Calhoun County,6.0,10.0
North Carolina,37163.0,450.9,429.7,473.0,351.0,stable,-2.1,-12.6,9.7,Sampson County,6.0,10.0
Tennessee,47003.0,450.9,425.0,478.0,236.0,stable,-1.7,-6.3,3.2,Bedford County,6.0,10.0
North Carolina,37013.0,450.9,427.6,475.2,315.0,falling,-6.1,-9.8,-2.3,Beaufort County,6.0,10.0
Illinois,17097.0,450.9,443.9,457.9,3375.0,stable,1.2,-0.7,3.1,Lake County,6.0,10.0
Georgia,13179.0,450.8,422.0,481.0,207.0,stable,-1.0,-2.1,0.2,Liberty County,7.0,8.0
Nebraska,31137.0,450.7,397.1,510.0,56.0,stable,6.4,-3.9,17.9,Phelps County,6.0,10.0
Iowa,19175.0,450.7,405.9,499.5,79.0,stable,-0.5,-1.0,0.0,Union County,7.0,8.0
Missouri,29069.0,450.7,420.9,482.0,180.0,stable,3.4,-4.2,11.6,Dunklin County,6.0,10.0
Ohio,39165.0,450.6,438.4,463.0,1081.0,stable,-1.6,-7.0,4.1,Warren County,6.0,10.0
Maine,23007.0,450.5,420.7,482.0,191.0,stable,3.6,-1.5,8.9,Franklin County,6.0,10.0
New Jersey,34031.0,450.4,442.4,458.5,2489.0,falling,-0.8,-1.2,-0.4,Passaic County,7.0,8.0
Virginia,51117.0,450.4,422.4,479.9,224.0,stable,0.9,-9.1,12.1,Mecklenburg County,6.0,10.0
Tennessee,47091.0,450.4,413.2,490.3,117.0,stable,1.1,-8.8,12.1,Johnson County,6.0,10.0
California,6115.0,450.3,427.9,473.7,318.0,falling,-0.9,-1.6,-0.3,Yuba County,7.0,8.0
Mississippi,28025.0,450.3,412.9,490.3,114.0,stable,0.5,-10.2,12.6,Clay County,6.0,10.0
Ohio,39175.0,450.2,415.4,487.3,131.0,stable,-2.4,-10.7,6.7,Wyandot County,6.0,10.0
Alabama,1095.0,450.2,432.6,468.4,512.0,stable,-0.6,-4.3,3.3,Marshall County,6.0,10.0
Illinois,17083.0,450.2,415.7,487.0,133.0,stable,4.4,-9.8,20.8,Jersey County,6.0,10.0
Missouri,29131.0,450.2,416.8,485.7,143.0,stable,-2.9,-11.6,6.7,Miller County,6.0,10.0
Missouri,29103.0,450.2,372.2,541.2,26.0,stable,6.7,-8.6,24.4,Knox County,6.0,10.0
Oklahoma,40103.0,450.2,402.0,502.8,67.0,stable,-1.8,-15.5,14.3,Noble County,6.0,10.0
Tennessee,47045.0,450.1,422.5,479.2,207.0,stable,1.4,-0.2,3.1,Dyer County,6.0,10.0
North Carolina,37113.0,450.1,424.0,477.6,266.0,stable,0.3,-7.7,8.9,Macon County,6.0,10.0
Michigan,26121.0,450.1,437.0,463.6,938.0,stable,-0.8,-2.5,0.9,Muskegon County,6.0,10.0
Missouri,29041.0,450.1,394.8,512.0,54.0,stable,1.7,-4.7,8.5,Chariton County,6.0,10.0
Georgia,13081.0,450.1,415.0,487.4,131.0,stable,0.0,-1.3,1.3,Crisp County,7.0,8.0
Ohio,39007.0,449.9,433.2,467.2,583.0,stable,-3.7,-7.5,0.3,Ashtabula County,6.0,10.0
Ohio,39153.0,449.9,442.6,457.3,3068.0,stable,0.9,-0.8,2.6,Summit County,6.0,10.0
Nebraska,31051.0,449.9,383.3,525.5,36.0,stable,3.1,-9.8,18.0,Dixon County,6.0,10.0
Illinois,17035.0,449.8,400.8,503.6,65.0,stable,-5.3,-13.8,4.1,Cumberland County,6.0,10.0
Indiana,18175.0,449.8,417.6,483.9,153.0,stable,-4.2,-16.2,9.5,Washington County,6.0,10.0
Alabama,1121.0,449.8,430.9,469.2,454.0,stable,-1.0,-5.8,4.1,Talladega County,6.0,10.0
Indiana,18013.0,449.7,409.2,493.7,105.0,stable,-3.2,-18.2,14.5,Brown County,6.0,10.0
Ohio,39161.0,449.7,418.8,482.4,167.0,stable,-2.2,-7.3,3.0,Van Wert County,6.0,10.0
Ohio,39011.0,449.6,424.9,475.5,262.0,stable,-1.8,-8.6,5.4,Auglaize County,6.0,10.0
Iowa,19001.0,449.5,393.1,512.8,51.0,stable,0.6,-0.3,1.5,Adair County,7.0,8.0
New Mexico,35037.0,449.5,397.3,507.5,62.0,rising,0.9,0.1,1.8,Quay County,7.0,8.0
North Carolina,37033.0,449.5,416.7,484.5,149.0,stable,-2.7,-10.5,5.9,Caswell County,6.0,10.0
Ohio,39017.0,449.5,440.1,459.0,1821.0,falling,-2.6,-5.1,-0.1,Butler County,6.0,10.0
Tennessee,47181.0,449.4,410.0,491.9,100.0,stable,0.2,-11.1,13.0,Wayne County,6.0,10.0
Oregon,41035.0,449.4,429.0,470.5,403.0,stable,-0.6,-10.1,9.8,Klamath County,6.0,10.0
Tennessee,47037.0,449.3,441.9,456.8,2948.0,stable,-0.1,-1.1,1.0,Davidson County,6.0,10.0
North Carolina,37119.0,449.3,443.0,455.6,4183.0,stable,-0.2,-1.0,0.6,Mecklenburg County,6.0,10.0
Nebraska,31019.0,449.2,422.6,477.1,223.0,stable,3.1,-2.8,9.4,Buffalo County,6.0,10.0
Oklahoma,40011.0,449.2,397.7,506.0,59.0,stable,-0.8,-8.9,8.0,Blaine County,6.0,10.0
South Carolina,45063.0,449.2,438.6,460.0,1426.0,stable,3.4,-1.4,8.4,Lexington County,6.0,10.0
Wisconsin,55115.0,449.2,424.5,475.1,265.0,stable,-4.8,-10.6,1.4,Shawano County,6.0,10.0
Alaska,2185.0,449.1,362.1,548.8,28.0,stable,0.1,-16.1,19.6,North Slope Borough,6.0,10.0
North Dakota,38077.0,449.1,407.5,494.1,92.0,stable,7.2,-4.4,20.2,Richland County,6.0,10.0
New York,36061.0,449.1,444.8,453.5,8448.0,falling,-1.4,-2.2,-0.6,New York County,7.0,8.0
Virginia,51179.0,449.1,431.5,467.3,550.0,falling,-4.0,-7.3,-0.6,Stafford County,6.0,10.0
Oklahoma,40013.0,449.0,423.4,475.8,243.0,falling,-4.1,-8.0,-0.1,Bryan County,6.0,10.0
Idaho,16087.0,449.0,401.2,501.7,71.0,stable,-1.0,-2.4,0.4,Washington County,7.0,8.0
Georgia,13135.0,449.0,441.7,456.3,3323.0,stable,-0.1,-0.3,0.1,Gwinnett County,7.0,8.0
Iowa,19121.0,448.9,407.4,493.8,89.0,stable,-0.1,-0.8,0.7,Madison County,7.0,8.0
Oklahoma,40033.0,448.9,383.6,522.9,36.0,stable,-1.2,-15.1,15.0,Cotton County,6.0,10.0
Michigan,26147.0,448.9,435.6,462.4,930.0,stable,-0.8,-6.5,5.2,St. Clair County,6.0,10.0
